CustomerID,TotalFrequency,TotalSpent,PredictedChurnProbabilityPercentage,PredictedNoChurnProbabilityPercentage
13257,4,9880.11,92.35822502174884,7.6417749782511635
16352,2,6573.08,96.09632869798897,3.903671302011034
16493,2,4637.96,96.19414615355076,3.8058538464492386
27578,1,3953.99,98.01442453172379,1.9855754682762097
16525,2,5251.79,96.16311072685865,3.8368892731413524
16612,2,6517.58,96.09912920786752,3.90087079213248
11010,3,8937.28,94.19110785874005,5.808892141259946
16518,2,5192.13,96.16612630654328,3.8338736934567237
11001,3,7054.19,94.2860433736747,5.713956626325299
27649,1,3953.99,98.01442453172379,1.9855754682762097
21659,2,4578.83,96.19712664025674,3.802873359743259
27614,1,3953.99,98.01442453172379,1.9855754682762097
14559,2,1710.06,96.3421335231008,3.6578664768992013
16524,2,5230.79,96.16417220775115,3.8358277922488497
16526,2,5257.86,96.16280320741942,3.8371967925805848
16348,2,6539.66,96.0980131365293,3.9019868634706967
11027,3,7283.68,94.27468973361196,5.7253102663880355
13260,4,7999.71,92.45264979251533,7.547350207484669
16515,2,5230.79,96.16417220775115,3.8358277922488497
11018,3,7219.27,94.277940200401,5.722059799598995
25252,2,2091.82,96.32283104908628,3.6771689509137246
11599,2,6582.73,96.09583171242086,3.9041682875791395
16495,2,6632.46,96.09330807698159,3.906691923018414
16516,2,5230.79,96.16417220775115,3.8358277922488497
16620,2,6514.24,96.09929803387622,3.9007019661237763
27667,2,6627.05,96.09359585961563,3.9064041403843675
11601,2,6555.1,96.09723123748837,3.902768762511627
11607,2,6534.13,96.09829261361783,3.9017073863821707
29385,1,3756.99,98.02438223342887,1.9756177665711334
11239,4,8300.26,92.43762927176452,7.562370728235479
25865,2,5131.43,96.16919911336005,3.830800886639949
25857,1,3756.99,98.02438223342887,1.9756177665711334
16484,2,4613.96,96.1953499644119,3.8046500355880966
16623,2,6600.43,96.09494141301367,3.9050585869863284
11000,3,9115.13,94.18211675870957,5.817883241290431
11029,3,7254.65,94.27615266657794,5.723847333422057
27615,2,6628.46,96.09352448311807,3.906475516881926
17956,2,2686.65,96.2927451827629,3.7072548172371
16345,2,4611.43,96.19547753391973,3.8045224660802717
16521,2,5192.13,96.16612630654328,3.8338736934567237
16636,2,6555.68,96.09720109935193,3.9027989006480652
21710,2,4626.89,96.1947035321126,3.805296467887402
13583,3,9254.7,94.17506281179575,5.824937188204245
11593,2,6528.62,96.09857109284476,3.9014289071552355
21741,2,4560.61,96.19804760129777,3.801952398702227
13585,3,9246.96,94.17544938291812,5.824550617081883
14510,2,3355.19,96.25897583621207,3.7410241637879267
16523,2,5192.13,96.16612630654328,3.8338736934567237
11611,2,6489.95,96.10052581344196,3.899474186558038
13259,4,8678.11,92.41827120142419,7.58172879857581
16350,2,6523.03,96.09884738974556,3.9011526102544423
11004,3,9056.59,94.18507971886139,5.814920281138612
11026,3,7266.25,94.27556257924074,5.7244374207592585
27662,2,6627.05,96.09359585961563,3.9064041403843675
28390,1,3729.36,98.02577883900332,1.9742211609966773
25866,2,5087.22,96.17142720724524,3.8285727927547555
16494,2,6587.13,96.09561553588375,3.904384464116248
16496,2,6586.05,96.09567251640253,3.90432748359747
16519,2,5251.79,96.16311072685865,3.8368892731413524
16528,2,5192.13,96.16612630654328,3.8338736934567237
11006,3,8971.53,94.1893745210986,5.8106254789014
27651,2,6654.11,96.09222868797205,3.907771312027947
27663,2,6682.29,96.09080365940163,3.9091963405983705
27669,2,6627.05,96.09359585961563,3.9064041403843675
19942,2,3352.65,96.2591060040977,3.7408939959022973
14558,2,1688.52,96.34322229921635,3.6567777007836497
16349,2,6517.58,96.09912920786752,3.90087079213248
11008,3,8957.47,94.19008929200396,5.809910707996039
25250,2,2081.33,96.32336921989877,3.6766307801012346
27605,1,3953.99,98.01442453172379,1.9855754682762097
27611,1,3953.99,98.01442453172379,1.9855754682762097
16347,2,6539.94,96.09800322937447,3.90199677062553
11028,3,7154.46,94.281253006446,5.7187469935540065
13584,3,9239.23,94.17584423360064,5.8241557663993575
21727,2,4566.13,96.19776858346292,3.802231416537083
28393,2,5016.1,96.17502511189379,3.824974888106212
19802,1,3729.36,98.02577883900332,1.9742211609966773
26620,1,772.5,98.1752378911546,1.8247621088454054
11009,3,8940.92,94.1909253042454,5.809074695754603
27641,2,6588.39,96.09555003170897,3.9044499682910327
27673,1,3953.99,98.01442453172379,1.9855754682762097
17957,2,2690.76,96.2925623654253,3.7074376345747027
13406,4,8067.11,92.449380072485,7.550619927515001
16630,2,6600.43,96.09494141301367,3.9050585869863284
29955,12,421079.06,57.287425168341,42.712574831659
29620,12,74518.69,74.8047540208233,25.195245979176704
29888,12,445392.96,56.058280159254494,43.941719840745506
29548,4,5112.81,92.59868835391237,7.401311646087635
29539,12,67481.63,75.16045424600281,24.839545753997186
29717,7,88435.34,83.04959610247658,16.950403897523415
29818,12,989184.08,28.57142857142854,71.42857142857146
29892,9,114722.08,78.12974781628694,21.870252183713063
29509,12,337311.27,61.52672477878362,38.47327522121638
29855,3,3901.35,94.44593552944028,5.554064470559723
29813,4,54905.15,90.0818682085657,9.918131791434305
29988,8,24594.0,84.4711399491416,15.528860050858398
29946,8,172785.86,76.98052910146201,23.01947089853799
29680,8,69588.44,82.196819076529,17.803180923471004
30074,8,516254.8,59.62517984230289,40.37482015769711
29961,10,79847.82,78.10681260805224,21.893187391947762
29865,12,77139.59,74.67227615077891,25.327723849221087
29773,4,95924.02,88.01340992929376,11.986590070706242
29749,4,155077.55,85.01686645479721,14.98313354520279
29945,11,186803.43,70.91484421036319,29.085155789636815
29764,8,10131.48,85.20217274133923,14.797827258660774
30056,4,158661.45,84.83680603065464,15.163193969345357
30117,12,919801.82,32.07847348869002,67.92152651130998
29571,12,107313.1,73.14710451639522,26.852895483604783
29582,4,172671.12,84.12527309737061,15.87472690262939
30042,11,13583.52,79.6705406222989,20.3294593777011
30107,12,650362.05,45.69776717970859,54.30223282029141
29675,12,46795.98,76.20604578039125,23.79395421960875
30076,12,302061.11,63.303233494936926,36.696766505063074
30100,4,99440.32,87.83076192307055,12.169238076929446
29703,8,465429.57,62.18835260383759,37.81164739616241
29569,10,24082.9,80.92554580076597,19.074454199234026
29624,4,486937.59,68.21623207742219,31.78376792257781
30091,8,99385.97,80.69065199385636,19.309348006143637
29925,7,182777.78,78.2611847129606,21.7388152870394
29664,4,48054.06,90.42962396197434,9.570376038025657
29510,4,141133.31,85.7182646819099,14.2817353180901
29789,12,313549.39,62.72253874699859,37.27746125300141
30111,4,311393.15,77.12993016281817,22.87006983718183
29558,9,51533.26,81.37783642208575,18.62216357791425
29724,12,444336.98,56.11165647319593,43.88834352680407
29861,4,460174.86,69.66571632306437,30.334283676935627
29757,12,65505.33,75.26034970732084,24.73965029267916
29698,12,326883.55,62.04854083955168,37.95145916044832
29493,4,6387.53,92.53419027282733,7.465809727172669
29794,4,80262.25,88.80408021080503,11.195919789194974
29830,10,38452.47,80.19921132518475,19.80078867481525
29515,8,326175.98,69.22716331741091,30.772836682589087
29807,4,77862.14,88.9235009307585,11.076499069241507
29716,12,781073.72,39.090722412065325,60.909277587934675
29905,2,1416.93,96.35702521545396,3.642974784546041
30004,7,122815.47,81.29208215724618,18.707917842753815
29742,4,156366.75,84.95430823004305,15.045691769956946
29866,6,45690.85,86.99396073262434,13.006039267375655
29522,12,554388.94,50.5488920583055,49.4511079416945
29705,12,543440.59,51.102295121565575,48.897704878434425
29906,4,98531.01,87.8768546887365,12.1231453112635
29880,12,218031.23,67.55066740026199,32.449332599738014
29901,12,481860.91,54.21494529684945,45.78505470315055
29507,8,502367.04,60.32238965283662,39.67761034716338
29968,11,168144.54,71.85798969648958,28.142010303510418
30095,12,257252.76,65.56814813044129,34.43185186955871
29846,12,113785.93,72.81992426092646,27.180075739073544
29523,12,696703.61,43.35535382424916,56.64464617575084
29791,4,62725.13,89.68623358108567,10.313766418914327
29731,12,58418.64,75.61855856567601,24.38144143432399
29787,6,167452.6,80.83583218186958,19.164167818130423
29963,12,251643.96,65.85165451279236,34.148345487207635
29617,12,834475.93,36.39141643455722,63.60858356544278
29853,8,350717.99,67.98664547567621,32.01335452432379
29774,4,197614.5,82.84648311219419,17.153516887805807
29521,12,208054.13,68.04993387652817,31.950066123471828
29688,5,10718.03,90.52874906833765,9.471250931662354
29511,11,163046.64,72.11567176512925,27.88432823487075
29885,8,435986.13,63.67662160226306,36.32337839773694
22041,2,4604.79,96.19581429000374,3.8041857099962613
12124,5,14581.18,90.33438673084422,9.665613269155784
28066,2,6627.05,96.09359585961563,3.9064041403843675
16743,2,6708.0,96.08950410350882,3.9104958964911845
13546,2,6539.66,96.0980131365293,3.9019868634706967
28018,1,3953.99,98.01442453172379,1.9855754682762097
12132,5,14690.17,90.32888322536934,9.671116774630661
16661,2,6528.62,96.09857109284476,3.9014289071552355
11055,3,9025.65,94.18663292503857,5.813367074961434
16662,2,4813.06,96.18528860234767,3.8147113976523315
16740,2,6739.51,96.08791167853947,3.91208832146053
25270,2,2049.31,96.3249855520175,3.6750144479825053
28038,2,6613.77,96.09426756186421,3.905732438135786
13548,2,6528.62,96.09857109284476,3.9014289071552355
16741,2,6692.55,96.0902850840559,3.909714915944093
11031,3,7158.85,94.28099221575484,5.719007784245164
11034,3,7172.91,94.28028284323825,5.719717156761746
20048,2,3472.41,96.25305260602849,3.74694739397151
28065,2,6627.05,96.09359585961563,3.9064041403843675
17047,2,4804.27,96.18573139014319,3.8142686098568106
16686,2,4594.29,96.19634459154048,3.8036554084595195
16659,2,6489.95,96.10052581344196,3.899474186558038
25294,2,2080.24,96.32341164375171,3.6765883562482884
13600,3,9348.58,94.17052764984713,5.829472350152869
17051,2,6696.85,96.09006769263684,3.9099323073631638
14565,2,1661.45,96.3445905986333,3.655409401366697
11054,3,9086.44,94.18357039264556,5.816429607354436
16675,2,4845.46,96.18365014961203,3.816349850387965
16687,2,6708.0,96.08950410350882,3.9104958964911845
16712,2,4881.61,96.18182216653145,3.818177833468553
11047,3,7273.47,94.275257145696,5.724742854303997
27726,1,3953.99,98.01442453172379,1.9855754682762097
28014,1,3953.99,98.01442453172379,1.9855754682762097
16696,2,4979.97,96.17684990875077,3.823150091249232
16639,2,6528.62,96.09857109284476,3.9014289071552355
20049,2,3481.19,96.25260844956738,3.7473915504326243
13602,3,9255.79,94.17500336886583,5.824996631134169
13661,2,6534.13,96.09829261361783,3.9017073863821707
11030,3,7150.81,94.28141170592711,5.718588294072887
28068,2,6654.11,96.09222868797205,3.907771312027947
16658,2,6489.95,96.10052581344196,3.899474186558038
11035,3,7128.7,94.28252053088886,5.71747946911114
11046,3,7311.58,94.27328394370093,5.726716056299068
28031,2,6682.29,96.09080365940163,3.9091963405983705
28076,2,6627.05,96.09359585961563,3.9064041403843675
16685,2,4622.47,96.19492325360304,3.8050767463969635
16745,2,6653.89,96.09223914103121,3.9077608589687856
11038,3,7113.25,94.28330865517816,5.7166913448218395
11039,3,7333.42,94.2721685041964,5.727831495803599
28040,1,3953.99,98.01442453172379,1.9855754682762097
28067,2,6627.05,96.09359585961563,3.9064041403843675
28071,2,6598.32,96.09504806657004,3.904951933429956
16684,2,4594.86,96.19631542037045,3.8036845796295466
16657,2,6520.11,96.09900132469372,3.9009986753062833
21939,2,4600.38,96.19607176115834,3.8039282388416638
28039,1,3953.99,98.01442453172379,1.9855754682762097
13687,2,6489.95,96.10052581344196,3.899474186558038
13540,3,7213.64,94.27823724319185,5.721762756808147
28063,2,6659.07,96.09198408411424,3.9080159158857555
16703,2,6730.1,96.0883870212366,3.911612978763401
28030,2,6598.32,96.09504806657004,3.904951933429956
14576,2,1631.57,96.34612958417793,3.6538704158220696
11048,3,7180.56,94.27990113470942,5.720098865290581
16664,2,4837.41,96.18405403917491,3.81594596082509
25271,2,2049.31,96.3249855520175,3.6750144479825053
28017,1,3953.99,98.01442453172379,1.9855754682762097
13545,2,6528.62,96.09857109284476,3.9014289071552355
13515,2,6572.81,96.09633771694772,3.9036622830522845
28070,2,6627.05,96.09359585961563,3.9064041403843675
28042,1,3953.99,98.01442453172379,1.9855754682762097
11244,4,7929.2,92.45639924630756,7.543600753692445
28083,2,6588.39,96.09555003170897,3.9044499682910327
25872,2,6430.05,96.10355356132062,3.8964464386793765
16660,2,6517.58,96.09912920786752,3.90087079213248
16638,2,6601.52,96.09489072477378,3.9051092752262235
16929,2,5230.79,96.16417220775115,3.8358277922488497
27681,1,3953.99,98.01442453172379,1.9855754682762097
21813,2,4550.68,96.19854953011935,3.801450469880649
27920,2,6627.05,96.09359585961563,3.9064041403843675
28022,1,3953.99,98.01442453172379,1.9855754682762097
11033,3,7177.3,94.28006503241384,5.7199349675861555
28047,1,3953.99,98.01442453172379,1.9855754682762097
27918,2,6628.46,96.09352448311807,3.906475516881926
28044,1,3953.99,98.01442453172379,1.9855754682762097
14572,2,3332.76,96.26011137814281,3.7398886218571903
19325,3,4690.97,94.4057245507112,5.594275449288801
28061,2,6636.98,96.09309274294615,3.9069072570538452
26629,1,772.5,98.1752378911546,1.8247621088454054
16744,2,6708.0,96.08950410350882,3.9104958964911845
25555,2,1411.7,96.35722046222746,3.6427795377725403
27678,1,3953.99,98.01442453172379,1.9855754682762097
27759,1,3953.99,98.01442453172379,1.9855754682762097
13680,2,6572.81,96.09633771694772,3.9036622830522845
13514,2,6600.43,96.09494141301367,3.9050585869863284
11052,3,8985.11,94.1886866663165,5.811313333683501
16928,2,5192.13,96.16612630654328,3.8338736934567237
27917,1,3953.99,98.01442453172379,1.9855754682762097
13693,3,7924.6,94.24229748666063,5.757702513339368
11247,4,7880.32,92.45884418052023,7.541155819479769
28078,2,6642.5,96.09281467538945,3.907185324610552
25876,2,5115.12,96.17000949841972,3.8299905015802835
16701,2,4891.55,96.18131967336724,3.8186803266327587
16931,2,5268.34,96.16227703976566,3.837722960234345
11032,3,7210.74,94.27838042685497,5.721619573145034
22008,2,4576.06,96.19726136745533,3.802738632544674
19830,2,6371.34,96.10648537154545,3.893514628454554
16663,2,4941.27,96.17880649098784,3.8211935090121614
16708,2,4869.45,96.18243675563987,3.81756324436013
17045,2,4951.21,96.17830405669852,3.821695943301478
21921,2,4577.74,96.19718145599647,3.8028185440035287
17048,2,4842.94,96.18377687881006,3.8162231211899353
11050,3,5533.07,94.36301954680512,5.63698045319488
12131,5,14658.92,90.33045742680605,9.66954257319395
13689,2,6517.58,96.09912920786752,3.90087079213248
11243,4,7916.5,92.45697699519334,7.543023004806656
16693,2,6696.85,96.09006769263684,3.9099323073631638
16702,2,6653.89,96.09223914103121,3.9077608589687856
16707,2,4837.41,96.18405403917491,3.81594596082509
17046,2,4936.85,96.17902951032778,3.82097048967222
25272,2,2070.3,96.32392457659203,3.6760754234079656
25868,2,6406.83,96.10472214058028,3.8952778594197213
17971,2,2690.76,96.2925623654253,3.7074376345747027
11057,3,8937.28,94.19110785874005,5.808892141259946
16742,2,6679.27,96.09095631046323,3.909043689536773
13678,2,6556.24,96.09717492010799,3.902825079892011
13679,2,6556.25,96.09717488472529,3.902825115274709
13690,3,7914.1,94.2428262456758,5.757173754324199
28394,2,5033.79,96.17413271479826,3.8258672852017384
28064,2,6588.39,96.09555003170897,3.9044499682910327
25878,2,5138.06,96.16885940409175,3.831140595908252
16713,2,6730.1,96.0883870212366,3.911612978763401
13538,2,6528.62,96.09857109284476,3.9014289071552355
17050,2,4968.33,96.17744408531688,3.8225559146831216
13691,2,6604.3,96.09474579724933,3.905254202750669
16637,2,6520.11,96.09900132469372,3.9009986753062833
19329,2,2717.27,96.29123351266016,3.708766487339844
13542,2,6567.28,96.0966171355286,3.9033828644713964
13543,2,6545.17,96.09773462416197,3.9022653758380272
13559,3,7192.12,94.27931499507012,5.7206850049298765
14577,2,1663.97,96.34447014953203,3.655529850467971
11056,3,9069.29,94.18445599774358,5.815544002256416
16688,2,6719.62,96.08891779201072,3.9110822079892813
25273,2,2097.37,96.32255672198633,3.677443278013669
27919,2,6648.04,96.09253488419017,3.9074651158098277
28041,1,3953.99,98.01442453172379,1.9855754682762097
11240,4,8382.78,92.4334468399162,7.566553160083799
22050,2,4597.39,96.19621596119447,3.8037840388055315
28062,2,6588.39,96.09555003170897,3.9044499682910327
25867,2,6391.39,96.10548933853207,3.8945106614679332
17049,2,4804.27,96.18573139014319,3.8142686098568106
13541,3,7223.04,94.277756523769,5.722243476231
28395,2,5032.68,96.17419954260252,3.8258004573974773
19829,2,5009.46,96.17535697323493,3.8246430267650737
16691,2,4941.27,96.17880649098784,3.8211935090121614
16656,2,6552.9,96.09734389810002,3.9026561018999786
11044,3,7199.41,94.2789523982519,5.721047601748097
29592,12,121101.82,72.4501300968313,27.549869903168698
29632,4,50997.88,90.28076593041341,9.71923406958659
30003,4,12066.92,92.24722566154868,7.752774338451317
29714,12,432800.34,56.69479565998902,43.30520434001098
29622,10,262408.35,68.87897859357834,31.12102140642166
29967,4,164650.48,84.53447330912499,15.46552669087501
29733,2,1627.21,96.3462970757534,3.653702924246602
29950,12,449023.1,55.87478852845484,44.12521147154516
29803,12,107198.46,73.15289919113373,26.847100808866273
29969,6,28114.48,87.9368505383318,12.063149461668203
29494,9,18275.1,83.00350052569135,16.99649947430865
29639,12,887090.41,33.73192761625747,66.26807238374252
29722,12,954021.92,30.348760046476215,69.65123995352378
29944,3,8701.42,94.20172086820145,5.798279131798552
29842,10,156413.24,74.23668259140248,25.763317408597516
29673,4,25153.61,91.58638514337133,8.41361485662867
29659,7,49438.71,85.00103590425753,14.998964095742465
29914,3,6671.29,94.30686611073307,5.693133889266932
30090,4,93981.02,88.10841041696862,11.891589583031376
29708,4,69381.65,89.3500611570412,10.649938842958804
29711,6,15123.67,88.52126253675385,11.478737463246148
29748,4,150169.16,85.26687726168353,14.733122738316467
29655,4,59709.51,89.83656065165502,10.16343934834498
29651,12,442256.88,56.21679868292498,43.78320131707502
29504,4,181006.13,83.597990992738,16.402009007261995
29897,12,43717.8,76.36163764960128,23.638362350398722
29690,12,470639.55,54.7821481171779,45.2178518828221
29721,12,45348.59,76.27920658176623,23.720793418233768
29681,5,14400.57,90.34352714786327,9.65647285213673
29577,12,73278.65,74.86743396205308,25.132566037946916
29755,4,27968.31,91.44352487817166,8.556475121828342
29769,4,92300.55,88.1922451568077,11.8077548431923
30068,4,1194.46,92.79642213668829,7.203577863311708
30106,8,113982.0,79.95287071051818,20.047129289481816
29686,4,32409.85,91.21616023032996,8.783839769670038
29921,4,217615.38,81.8566811786653,18.143318821334702
29486,12,584949.13,49.00417502242287,50.99582497757713
29740,8,72854.47,82.03082672149634,17.96917327850366
29649,8,295434.83,70.78102728578365,29.21897271421635
29938,12,420767.71,57.303005509059815,42.696994490940185
29746,8,205886.81,75.3073850088072,24.692614991192798
29525,4,298046.61,77.78775043424817,22.212249565751833
29685,12,136053.71,71.69436126157065,28.30563873842935
29581,9,106288.06,78.55605977229816,21.443940227701844
29883,5,98196.57,86.10791510687697,13.892084893123027
29834,12,481357.92,54.24036978609118,45.75963021390882
29702,12,447403.49,55.956654484081824,44.043345515918176
29710,4,277612.91,78.83172182529603,21.16827817470397
29518,5,13921.03,90.36728153339718,9.632718466602824
29498,8,5835.05,85.41934313898683,14.580656861013168
29637,12,407563.01,57.97045963953876,42.02954036046124
29872,6,10196.2,88.77021501686231,11.22978498313769
29810,12,124014.6,72.3028986533166,27.697101346683397
29562,8,665292.38,52.085945274354586,47.914054725645414
30088,4,83314.86,88.65681274770554,11.343187252294456
29966,12,605358.54,47.972546510973224,52.027453489026776
29642,9,139680.92,76.86816058977173,23.131839410228267
29487,11,77585.2,76.43546631742325,23.56453368257675
29484,7,147804.92,80.02894769596352,19.971052304036476
29715,12,961675.86,29.96187856734843,70.03812143265156
13821,2,6564.3,96.09676897309032,3.9032310269096797
28156,2,6627.05,96.09359585961563,3.9064041403843675
22114,2,4622.47,96.19492325360304,3.8050767463969635
17328,2,4848.45,96.18350515637658,3.816494843623417
13765,3,7903.06,94.24342835302049,5.756571646979509
13792,3,7973.77,94.23981650758948,5.760183492410519
12221,2,6594.92,96.09522047985652,3.904779520143478
13572,2,6569.48,96.09650612243125,3.9034938775687493
22058,2,4550.68,96.19854953011935,3.801450469880649
28145,1,3953.99,98.01442453172379,1.9855754682762097
17071,2,4881.61,96.18182216653145,3.818177833468553
17309,2,6663.82,96.09173725711987,3.908262742880126
17310,2,6662.67,96.0917953858355,3.9082046141645037
17320,2,4852.87,96.18327231296097,3.816727687039034
28172,1,3953.99,98.01442453172379,1.9855754682762097
17242,2,4847.89,96.18353119804135,3.8164688019586492
17315,2,6663.82,96.09173725711987,3.908262742880126
25558,2,1444.3,96.35556626051425,3.6444337394857484
11334,3,9010.19,94.18742561185235,5.812574388147652
28168,1,3953.99,98.01442453172379,1.9855754682762097
28181,1,3953.99,98.01442453172379,1.9855754682762097
28131,2,6642.5,96.09281467538945,3.907185324610552
25887,2,5164.01,96.16754739854471,3.8324526014552873
17055,2,4804.27,96.18573139014319,3.8142686098568106
13567,2,6558.78,96.09704668345005,3.9029533165499544
28182,1,3953.99,98.01442453172379,1.9855754682762097
28186,1,3953.99,98.01442453172379,1.9855754682762097
13772,2,6550.72,96.09745491889193,3.902545081108073
28185,1,3953.99,98.01442453172379,1.9855754682762097
28193,2,6648.04,96.09253488419017,3.9074651158098277
28088,1,3953.99,98.01442453172379,1.9855754682762097
17065,2,4881.61,96.18182216653145,3.818177833468553
14581,2,1727.17,96.34126876494607,3.658731235053935
17308,2,6653.89,96.09223914103121,3.9077608589687856
12211,2,6528.62,96.09857109284476,3.9014289071552355
28179,1,3953.99,98.01442453172379,1.9855754682762097
28183,1,3953.99,98.01442453172379,1.9855754682762097
28112,1,3953.99,98.01442453172379,1.9855754682762097
14584,2,3359.24,96.25877092996237,3.741229070037633
13784,3,7887.6,94.24416510163479,5.755834898365208
17229,2,4941.27,96.17880649098784,3.8211935090121614
17246,2,4839.94,96.18392806063227,3.816071939367731
12220,2,6575.0,96.0962257543465,3.9037742456534943
11337,3,9019.01,94.18697706890005,5.813022931099951
28097,1,3953.99,98.01442453172379,1.9855754682762097
25888,2,5109.32,96.17031176776634,3.8296882322336643
11058,3,9114.06,94.18217160627167,5.817828393728334
17294,2,4813.06,96.18528860234767,3.8147113976523315
17299,2,4842.94,96.18377687881006,3.8162231211899353
28158,2,6627.05,96.09359585961563,3.9064041403843675
17247,2,4898.16,96.18098134907902,3.819018650920981
17280,2,6729.0,96.08844262261631,3.911557377383687
25889,2,5139.48,96.16879552316068,3.831204476839318
17069,2,4891.55,96.18131967336724,3.8186803266327587
